SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1885 Jackson St #101,San Francisco,CA,94109,1198000,2,2.0,San Francisco,1028,6524,1962,12,1165,995,Active,,,http://www.redfin.com/CA/San-Francisco/1885-Jackson-St-94109/unit-101/home/1953036,San Francisco MLS,421544053,N,Y,37.7933262,-122.4257994
MLS Listing,,Condo/Co-op,1370 Broadway,San Francisco,CA,94109,1235000,3,1.0,San Francisco,1340,2111,1910,12,922,130,Active,,,http://www.redfin.com/CA/San-Francisco/1370-Broadway-94109/home/11892948,San Francisco MLS,421546604,N,Y,37.7962998,-122.41959
MLS Listing,,Condo/Co-op,1001 Pine St #612,San Francisco,CA,94109,589000,0,1.0,San Francisco,450,18906,1963,12,1309,430,Active,,,http://www.redfin.com/CA/San-Francisco/1001-Pine-St-94109/unit-612/home/552590,San Francisco MLS,421546186,N,Y,37.790348,-122.412568
MLS Listing,,Condo/Co-op,3241 Mission St #3,SAN FRANCISCO,CA,94110,699888,1,1.0,SAN FRANCISCO,597,,1980,12,1172,230,Active,,,http://www.redfin.com/CA/San-Francisco/3241-3243-Mission-St-94110/unit-3/home/145589527,MLSListings,ML81842774,N,Y,37.744802,-122.4199728
MLS Listing,,Single Family Residential,41 Kronquist Ct,San Francisco,CA,94131,2795000,3,3.0,San Francisco,2012,2495,1949,12,1389,,Active,,,http://www.redfin.com/CA/San-Francisco/41-Kronquist-Ct-94131/home/2025274,San Francisco MLS,421546259,N,Y,37.7466139,-122.4348023
MLS Listing,,Condo/Co-op,2855 Folsom St,San Francisco,CA,94110,2195000,3,3.0,San Francisco,1935,2809,1902,12,1134,353,Active,,,http://www.redfin.com/CA/San-Francisco/2855-Folsom-St-94110/home/175100230,San Francisco MLS,421546383,N,Y,37.7516657,-122.4139053
MLS Listing,,Condo/Co-op,585 Francisco St,San Francisco,CA,94133,849000,2,1.0,San Francisco,,2877,,12,,358,Active,,,http://www.redfin.com/CA/San-Francisco/585-Francisco-St-94133/home/40445011,San Francisco MLS,421546275,N,Y,37.8044489,-122.4147212
MLS Listing,,Condo/Co-op,601 4th St #329,San Francisco,CA,94107,945000,1,1.0,San Francisco,1104,,1916,12,856,696,Active,,,http://www.redfin.com/CA/San-Francisco/601-4th-St-94107/unit-329/home/12396474,San Francisco MLS,421517904,N,Y,37.778254,-122.3958876
MLS Listing,,Condo/Co-op,1531 11th Ave,San Francisco,CA,94122,1545000,3,2.0,San Francisco,1550,2999,1964,12,997,270,Active,,,http://www.redfin.com/CA/San-Francisco/1531-11th-Ave-94122/home/144063742,San Francisco MLS,421546516,N,Y,37.7596153,-122.4683522
MLS Listing,,Condo/Co-op,4250 - A 25th St,San Francisco,CA,94114,1099999,3,2.0,San Francisco,961,3419,1907,12,1145,300,Active,,,http://www.redfin.com/CA/San-Francisco/4250-25th-St-94114/home/18958903,San Francisco MLS,421546384,N,Y,37.7498083,-122.4350614
MLS Listing,,Multi-Family (2-4 Unit),3221 - 3223 Market St,San Francisco,CA,94114,1625000,5,,San Francisco,1670,2596,1908,12,973,,Active,,,http://www.redfin.com/CA/San-Francisco/3221-Market-St-94114/home/1766418,San Francisco MLS,421545659,N,Y,37.7590665,-122.4445445
MLS Listing,,Condo/Co-op,750 South Van Ness Ave,San Francisco,CA,94110,1398000,3,1.5,San Francisco,1730,3568,1900,12,808,420,Active,,,http://www.redfin.com/CA/San-Francisco/750-S-Van-Ness-Ave-94110/home/17306699,San Francisco MLS,421544996,N,Y,37.7611453,-122.4174945
MLS Listing,,Single Family Residential,130 Stanford Heights Ave,San Francisco,CA,94127,1295000,2,1.0,San Francisco,,2574,1962,12,,,Active,,,http://www.redfin.com/CA/San-Francisco/130-Stanford-Heights-Ave-94127/home/1542090,San Francisco MLS,421537143,N,Y,37.7363819,-122.4496271
MLS Listing,,Condo/Co-op,1601 Pacific Ave #401,San Francisco,CA,94109,1595000,2,2.0,San Francisco,1310,7361,2000,12,1218,933,Active,,,http://www.redfin.com/CA/San-Francisco/1601-Pacific-Ave-94109/unit-401/home/12397566,San Francisco MLS,421532670,N,Y,37.7948488,-122.4218176
MLS Listing,,Condo/Co-op,239 Brannan St Unit 9G,San Francisco,CA,94107,1750000,2,2.0,San Francisco,1550,82966,2002,12,1129,1301,Active,,,http://www.redfin.com/CA/San-Francisco/239-Brannan-St-94107/unit-9G/home/1745989,San Francisco MLS,421533035,N,Y,37.782662,-122.39058
MLS Listing,,Single Family Residential,2619 25th Ave,San Francisco,CA,94116,1295000,3,1.0,San Francisco,1368,2996,1948,12,947,,Active,,,http://www.redfin.com/CA/San-Francisco/2619-25th-Ave-94116/home/1985225,San Francisco MLS,421546265,N,Y,37.7386101,-122.4820823
MLS Listing,,Condo/Co-op,1327 Cabrillo St,San Francisco,CA,94118,1575000,2,1.5,San Francisco,1755,2750,1922,12,897,,Active,,,http://www.redfin.com/CA/San-Francisco/1327-Cabrillo-St-94118/home/12277495,San Francisco MLS,421546112,N,Y,37.7747085,-122.4729413
MLS Listing,,Multi-Family (2-4 Unit),1775 - 1777 Pacific Ave,San Francisco,CA,94109,2735000,4,4.0,San Francisco,2762,1964,1950,12,990,,Active,,,http://www.redfin.com/CA/San-Francisco/1775-Pacific-Ave-94109/home/1871563,San Francisco MLS,421546303,N,Y,37.7944513,-122.4244551
MLS Listing,,Multi-Family (2-4 Unit),620 - 22 Waller St,San Francisco,CA,94117,2395000,4,2.0,San Francisco,2225,946,1900,12,1076,,Active,,,http://www.redfin.com/CA/San-Francisco/620-Waller-St-94117/home/1995930,San Francisco MLS,421545298,N,Y,37.7708297,-122.4340134
MLS Listing,,Multi-Family (2-4 Unit),30 - 32 Coso Ave,San Francisco,CA,94110,998000,3,2.0,San Francisco,1880,3524,1900,12,531,,Active,,,http://www.redfin.com/CA/San-Francisco/3032-Coso-Ave-94110/home/175105724,San Francisco MLS,421544784,N,Y,37.746199,-122.418535
MLS Listing,,Condo/Co-op,30 Coso Ave #32,San Francisco,CA,94110,449000,2,1.0,San Francisco,1160,3524,1900,12,387,,Active,,,http://www.redfin.com/CA/San-Francisco/30-Coso-Ave-94110/unit-32/home/175098078,San Francisco MLS,421544779,N,Y,37.746199,-122.418535
MLS Listing,,Condo/Co-op,30 Coso Ave #30,San Francisco,CA,94110,549000,1,1.0,San Francisco,1060,3524,1900,12,518,,Active,,,http://www.redfin.com/CA/San-Francisco/30-Coso-Ave-94110/unit-30/home/175098077,San Francisco MLS,421544771,N,Y,37.746199,-122.418535
MLS Listing,,Single Family Residential,23 Skyview Way,San Francisco,CA,94131,1995000,4,4.0,San Francisco,2317,,1955,12,861,,Active,,,http://www.redfin.com/CA/San-Francisco/23-Skyview-Way-94131/home/1308418,San Francisco MLS,421546114,N,Y,37.7493636,-122.4505499
MLS Listing,,Single Family Residential,1146 Florida St,San Francisco,CA,94110,3595000,3,3.5,San Francisco,2954,2500,1900,13,1217,,Active,,,http://www.redfin.com/CA/San-Francisco/1146-Florida-St-94110/home/965706,San Francisco MLS,421545383,N,Y,37.7535838,-122.4103387
MLS Listing,,Single Family Residential,2334 46th Ave,San Francisco,CA,94116,799000,2,1.0,San Francisco,1125,2996,1941,13,710,,Active,,,http://www.redfin.com/CA/San-Francisco/2334-46th-Ave-94116/home/1921657,San Francisco MLS,421546341,N,Y,37.7429579,-122.5044857
MLS Listing,,Single Family Residential,17 Elsie St,San Francisco,CA,94110,1199000,2,1.5,San Francisco,1183,1750,1918,13,1014,,Active,,,http://www.redfin.com/CA/San-Francisco/17-Elsie-St-94110/home/1074913,San Francisco MLS,421545191,N,Y,37.7447353,-122.4162982
MLS Listing,,Single Family Residential,478 28th Ave,San Francisco,CA,94121,1499000,0,,San Francisco,2150,2688,1911,13,697,,Active,,,http://www.redfin.com/CA/San-Francisco/478-28th-Ave-94121/home/1199993,San Francisco MLS,421545721,N,Y,37.7804308,-122.4877863
MLS Listing,,Condo/Co-op,1282 Hayes #401,San Francisco,CA,94117,2395000,3,3.0,San Francisco,,,2019,13,,768,Active,,,http://www.redfin.com/CA/San-Francisco/1282-Hayes-St-94117/unit-401/home/174473448,San Francisco MLS,421546344,N,Y,37.775193,-122.4372745
MLS Listing,,Condo/Co-op,675 Tennessee St Unit A,San Francisco,CA,94027,998000,1,1.5,San Francisco,1092,2500,1997,13,914,350,Active,,,http://www.redfin.com/CA/San-Francisco/675-Tennessee-St-94107/unit-A/home/12396290,San Francisco MLS,421545991,N,Y,37.7634347,-122.3894041
MLS Listing,,Single Family Residential,3931 19th St,San Francisco,CA,94114,2995000,3,3.0,San Francisco,,2848,,13,,,Active,,,http://www.redfin.com/CA/San-Francisco/3931-19th-St-94114/home/2013999,San Francisco MLS,421546005,N,Y,37.7593231,-122.4313174
MLS Listing,,Single Family Residential,3929 19th St,San Francisco,CA,94114,3495000,6,4.5,San Francisco,,2848,,13,,,Active,,,http://www.redfin.com/CA/San-Francisco/3929-19th-St-94114/home/1848706,San Francisco MLS,421545993,N,Y,37.7592108,-122.4311305
MLS Listing,,Single Family Residential,210 Monterey Blvd,San Francisco,CA,94131,995000,2,1.0,San Francisco,743,2495,1940,13,1339,,Active,,,http://www.redfin.com/CA/San-Francisco/210-Monterey-Blvd-94131/home/2011976,San Francisco MLS,421543679,N,Y,37.7318737,-122.440077
MLS Listing,,Condo/Co-op,1335 Willard St,San Francisco,CA,94117,1199000,2,1.0,San Francisco,1073,2465,1922,13,1117,400,Active,,,http://www.redfin.com/CA/San-Francisco/1335-Willard-St-94117/home/1977855,San Francisco MLS,421533681,N,Y,37.764672,-122.454584
MLS Listing,,Condo/Co-op,195 7th St #402,San Francisco,CA,94103,399000,0,1.0,San Francisco,,4500,1991,13,,370,Active,,,http://www.redfin.com/CA/San-Francisco/195-7th-St-94103/unit-402/home/955611,San Francisco MLS,421545271,N,Y,37.7783013,-122.4094944
MLS Listing,,Multi-Family (2-4 Unit),1452 - 1454 Clement St,San Francisco,CA,94118,1999000,4,3.5,San Francisco,3735,2606,1915,13,535,,Active,,,http://www.redfin.com/CA/San-Francisco/1452-Clement-St-94118/home/1000723,San Francisco MLS,421545737,N,Y,37.782723,-122.4750034
MLS Listing,,Condo/Co-op,701 Hampshire St #6,San Francisco,CA,94110,479000,0,1.0,San Francisco,,,1960,13,,340,Active,,,http://www.redfin.com/CA/San-Francisco/701-Hampshire-St-94110/unit-6/home/175094592,San Francisco MLS,421546158,N,Y,37.7603979,-122.4078827
MLS Listing,,Single Family Residential,3751 21st St,San Francisco,CA,94114,2195000,4,3.5,San Francisco,,2848,1910,13,,,Active,,,http://www.redfin.com/CA/San-Francisco/3751-21st-St-94114/home/1694880,San Francisco MLS,421542520,N,Y,37.7561226,-122.4312517
MLS Listing,,Condo/Co-op,139 South Lake Merced Hls Unit 3A,San Francisco,CA,94132,849000,2,2.0,San Francisco,1297,15266,1975,13,655,897,Active,,,http://www.redfin.com/CA/San-Francisco/139-S-Lake-Merced-Hls-94132/unit-3A/home/837758,San Francisco MLS,421546113,N,Y,37.7085685,-122.4832098
MLS Listing,,Condo/Co-op,1650 Jackson St #406,SAN FRANCISCO,CA,94109,799000,1,1.0,SAN FRANCISCO,875,14631,1991,13,913,888,Active,,,http://www.redfin.com/CA/San-Francisco/1650-Jackson-St-94109/unit-406/home/1322898,MLSListings,ML81842544,N,Y,37.7942661,-122.42226
MLS Listing,,Single Family Residential,2130 Filbert St,San Francisco,CA,94123,4750000,4,3.5,San Francisco,,1560,1900,13,,,Active,,,http://www.redfin.com/CA/San-Francisco/2130-Filbert-St-94123/home/1459507,San Francisco MLS,421545167,N,Y,37.7983301,-122.4346421
MLS Listing,,Condo/Co-op,12 Auburn St,San Francisco,CA,94133,1099000,2,1.0,San Francisco,,,1926,13,,,Active,,,http://www.redfin.com/CA/San-Francisco/12-Auburn-St-94133/home/1754773,San Francisco MLS,421544890,N,Y,37.7954708,-122.4123051
MLS Listing,,Single Family Residential,2110 Scott St,San Francisco,CA,94115,8750000,6,5.5,San Francisco,7148,3634,1900,13,1224,,Active,,,http://www.redfin.com/CA/San-Francisco/2110-Scott-St-94115/home/1153551,San Francisco MLS,421541124,N,Y,37.7897503,-122.4387369
MLS Listing,,Condo/Co-op,3228 Divisadero St,San Francisco,CA,94123,3295000,3,2.5,San Francisco,,,2021,13,,863,Active,,,http://www.redfin.com/CA/San-Francisco/3228-Divisadero-St-94123/home/174553241,San Francisco MLS,421545658,N,Y,37.7995659,-122.4425597
MLS Listing,,Condo/Co-op,433 26th Ave,SAN FRANCISCO,CA,94121,1698000,4,3.0,SAN FRANCISCO,2158,3372,2010,13,787,130,Active,,,http://www.redfin.com/CA/San-Francisco/433-26th-Ave-94121/home/40023002,MLSListings,ML81842518,N,Y,37.7813354,-122.4861429
MLS Listing,,Condo/Co-op,3120 23rd St,San Francisco,CA,94110,2295000,3,3.5,San Francisco,,1624,1900,13,,,Active,,,http://www.redfin.com/CA/San-Francisco/3120-23rd-St-94110/home/721615,San Francisco MLS,421545776,N,Y,37.7542443,-122.4147679
MLS Listing,,Condo/Co-op,3122 23rd St,San Francisco,CA,94110,1995000,3,2.5,San Francisco,,1624,1900,13,,,Active,,,http://www.redfin.com/CA/San-Francisco/3122-23rd-St-94110/home/52266796,San Francisco MLS,421545825,N,Y,37.7542455,-122.4147355
MLS Listing,,Single Family Residential,3927 19th St,San Francisco,CA,94114,2995000,4,3.5,San Francisco,,2848,,13,,,Active,,,http://www.redfin.com/CA/San-Francisco/3927-19th-St-94114/home/711988,San Francisco MLS,421545520,N,Y,37.7592631,-122.4310315
